packet_size,protocol_type,duration,source_bytes,destination_bytes,count,same_srv_rate,serror_rate,threat
161,2,0.06387948607154037,1494,1795,1,0.8161009218443106,0.08776243492511893,0
82,2,4.489267845591293,6445,0,92,0.29748700641456394,0.6549892208682377,1
106,1,0.7873753227827603,186,187,10,0.7149276837489102,0.05737079090107074,0
1107,3,0.6290533865455421,2074,3101,9,0.8077312954482617,0.03304573504459105,0
1108,1,0.7197232773787634,3978,4896,8,0.7810402995317282,0.08371487462269961,0
319,2,0.06190280828482586,3740,2231,9,0.7992610756345752,0.07413192785967415,0
392,3,0.26669887561424965,3503,4849,4,0.778524657038848,0.0839757441501085,0
1334,3,0.875078549675234,856,3979,3,0.9731871948505821,0.030769037947591994,0
344,2,0.04303952334643957,1033,1973,5,0.837472680065061,0.07044897869689366,0
801,0,0.07075016239141019,2795,1943,5,0.7973619419435425,0.07945083547780823,0
1282,2,0.3576200453978554,2641,60,5,0.8297436207320866,0.06632243127388501,0
1272,2,0.025666366956681674,9357,47,34,0.11840873756257309,0.45855524740010506,1
500,0,0.5456712616725152,2467,3689,1,0.8181027835656376,0.08891432649032499,0
718,0,0.7920046534391756,1560,2587,3,0.8143814919055982,0.01606439876318295,0
1898,3,0.2764120336583153,5301,97,47,0.02111293417520268,0.5199269566958369,1
70,0,0.011880630002079784,12,6,15,0.23485240167566646,0.9416907196534068,1
93,3,0.2223571187345541,620,883,3,0.7747556119490381,0.0270043622647412,0
44,0,0.1957177548839682,42,94,26,0.0006093916428038471,0.5907353060285163,1
42,3,0.49595959394711625,6737,7232,9,0.06189391726053695,0.3791221018370417,1
1118,1,0.46604754784739977,1745,666,1,0.8813383017456923,0.059157631808480195,0
408,3,0.7146269653518575,3446,1111,6,0.9717784968187035,0.07714901463296941,0
997,0,0.8130978236115453,4059,3893,7,0.8087061420909541,0.04410579968813544,0
64,3,0.2528116361254649,80,5177,16,0.010635972817483063,0.9662344950994286,1
1324,1,0.07414100721255446,2549,1567,6,0.702927476159318,0.07827381068431778,0
1145,2,0.027886764023786648,91,7931,65,0.5271637470337261,0.8451141368367312,1
625,1,0.8813587312879619,5000,1292,6,0.8452185276736928,0.032416706055564626,0
413,1,0.15290668570701638,4548,2498,4,0.799766353355495,0.09853013280162669,0
989,1,0.5765144836908102,1848,603,3,0.9465563293689311,0.019454126453124745,0
42,2,0.02786739631228996,3719,2761,3,0.799944682905839,0.08678120474476998,0
1702,3,2.3248223297760697,8384,7779,7,0.278145485529389,0.7837650460651431,1
911,1,0.08084453851207585,1719,1355,7,0.847195429075555,0.012725356415062096,0
1289,1,0.029187227034846663,3150,3593,3,0.7671154022341187,0.04650725931674865,0
88,1,2.0525076783878227,8842,5162,10,0.04583231262744902,0.4676518293762385,1
617,3,0.09891978281407454,4462,1423,1,0.8406258972560168,0.08365756356389349,0
351,2,0.07281629078237162,5,2876,9,0.7935798667822596,0.08425747880483067,0
1301,2,0.004845396107871713,154,562,4,0.7102909448451304,0.05454421162611228,0
666,3,0.27850047035001746,993,721,2,0.8997168223135003,0.03316045938715902,0
937,2,0.8381282379574477,780,877,9,0.8758830835988201,0.0732856621892585,0
1227,2,0.7419795851711509,2466,2526,3,0.8877605876533083,0.08620941990036601,0
1201,3,0.7004878705775683,2135,2114,8,0.7334816076937711,0.008115189018887437,0
1378,1,0.5112070528467643,2360,1354,5,0.7037939428751,0.07988711287145786,0
77,2,0.18299638817266778,82,9242,17,0.10960695925319121,0.37910035725154895,1
192,3,0.3912201785485421,3,3635,7,0.8471767168281448,0.050682105275744994,0
71,1,0.49151541391992126,61,60,2,0.5671916980545897,0.8505279416885869,1
1341,2,0.14822528062286466,3729,1357,4,0.7280117825397951,0.09298711006049,0
1446,2,0.4894279371953334,1633,1895,1,0.7783122050731337,0.017552946459059016,0
1429,1,0.9191925340012579,1052,1369,3,0.9369553716795671,0.04586720554569963,0
1181,2,0.15061006006230016,1978,4768,7,0.7411893622106671,0.015167721478001807,0
1056,2,0.5767989094273066,691,291,2,0.9687633862973131,0.05268435753539907,0
1377,1,0.20313073588911745,2988,261,5,0.7229399745293493,0.023955346223899377,0
344,3,0.6306930480914426,4321,2237,3,0.7535048291226736,0.07651210171538772,0
958,2,0.905581540240421,4807,1848,8,0.9902463707811072,0.03603726944898141,0
1463,0,0.9496799253124777,2693,939,1,0.9691267690006626,0.0064917107593156055,0
1847,3,0.18907195147824374,7033,9484,3,0.26930756483153345,0.8867547869058332,1
416,0,0.586723557897055,757,4179,1,0.7047762239629949,0.042176326883864315,0
1772,2,0.26747814473592063,17,55,10,0.04498592975413985,0.4670719192731267,1
339,2,0.23840742624723332,3553,80,4,0.7422334755714873,0.07794648426165005,0
1826,0,0.23758554261103054,6280,56,58,0.141436882162106,0.8328224250662726,1
381,1,0.8958534627077125,1715,792,3,0.8731540414585086,0.02437938564800738,0
1071,2,0.46920328856693866,9042,61,9,0.43942428475572803,0.723453540155623,1
473,1,0.9777984567692989,1949,2912,1,0.8578015931243048,0.09109580071744787,0
640,1,0.5838957241199139,1964,2525,9,0.9780279309403566,0.014127339626710755,0
1331,1,0.40580987183244466,1485,2908,3,0.8404269461094199,0.05461335832704677,0
743,0,0.11034742107492646,3545,3883,8,0.805200093858352,0.04488614861183065,0
66,3,1.9155890032724798,7231,8470,63,0.10102348479531738,0.638088322685662,1
340,0,0.12364349296859889,1259,2402,1,0.9312817899766404,0.04015020106248477,0
545,0,0.41954909056932743,2641,1296,2,0.8839402132612002,0.08972271971148234,0
48,2,0.36393019243239794,39,7464,43,0.00863780836776905,0.4654477148496833,1
1727,3,4.788254512267314,8737,8224,80,0.07246555057560551,0.9227768947922081,1
288,3,0.924397303990464,4646,1459,8,0.8902377904294084,0.03494527869201782,0
463,3,0.3024029756548866,175,3772,1,0.9127238832852067,0.04101471629152739,0
226,3,0.48486856270706624,99,2432,6,0.910016789020412,0.04667261148893307,0
98,0,0.40734435968892635,26,90,64,0.12212285286751343,0.5844420977528778,1
363,1,0.3995645762145015,3528,2111,4,0.8151726554762377,0.04408170076274055,0
678,2,0.8638099424125256,2402,3106,10,0.9489066537433,0.04933563239825381,0
1871,1,0.21755081504206414,77,8963,64,0.06611849061745043,0.6532158536844548,1
1171,0,0.2231645489503411,3692,1134,5,0.9550342426771012,0.0940427059953379,0
1492,0,0.8237435283243724,1106,2162,6,0.9117404024809131,0.021933967383596976,0
1080,1,0.23465755377695047,2,8099,10,0.690986042192246,0.48668470858370616,1
799,3,0.9546999084180421,4154,1508,4,0.9637070566845839,0.052812814499543115,0
95,1,0.04294388726793952,8523,47,74,0.6706486997675598,0.4178026733787499,1
1247,3,0.48954106783274853,1531,4155,2,0.9686184947566843,0.024062415423433615,0
1450,1,0.21756742331423673,512,1865,10,0.8317400609804205,0.06843656007530173,0
41,1,0.3813190966705945,4363,3786,4,0.9961761736237971,0.04291024775617019,0
1197,0,0.7406193313123539,4027,4956,2,0.7912039387949995,0.0028176645188755845,0
1048,3,0.29913824595459027,1808,613,3,0.8265758022082614,0.040598349185633355,0
509,2,0.8317819121228301,3182,1814,2,0.7728211656495855,0.045276703071905657,0
179,2,0.6922027845370813,2371,734,6,0.9992955768579463,0.03773140468543528,0
676,2,0.5861152462964078,4225,2281,8,0.7891817418270314,0.041394252067233385,0
1208,0,0.1666668219592633,3441,1527,10,0.7078332974573504,0.06879568947465875,0
1360,1,0.2710631203013568,2543,3826,5,0.8808189130665119,0.023091490972302564,0
82,0,1.621900512295208,38,9947,10,0.23748449723177728,0.7235128715377845,1
87,3,0.1877590926682507,7466,72,1,0.08889413310899202,0.849587403559984,1
1006,2,0.17641630412516035,61,3,9,0.30484891855945195,0.40014137342239625,1
47,2,0.49267146647075,15,6057,2,0.4019569499029775,0.6779649498763367,1
1491,0,0.4563528672005942,4326,2312,6,0.8785293548750033,0.011594438384485185,0
92,2,0.3496824847182511,61,8,2,0.07728799256790432,0.6969267461058778,1
591,2,0.12727804559651779,4577,609,9,0.9397467087488405,0.006551878050447446,0
1084,3,0.7121533009849764,219,428,7,0.8351564994641176,0.00885135035124407,0
990,1,0.8943520321782974,1363,645,5,0.9708764386555769,0.011351297331950328,0
481,0,0.44613138712283684,45,1163,1,0.8219956566920912,0.03175623811110998,0
392,3,0.4143770040380358,1732,2358,4,0.9856289811593715,0.08121712655710622,0
413,1,0.03132035089770324,797,959,7,0.7908498306541558,0.05197535917641243,0
754,3,0.42968975540749366,4906,2063,5,0.8692208949197587,0.056834546690985956,0
75,1,4.898415259579778,52,6656,45,0.02264836193455515,0.7356177968960321,1
1269,0,0.4209295706547699,3350,56,4,0.981265466619305,0.05973325942716223,0
414,1,0.31834404630614466,4889,288,4,0.7534766691497735,0.06897975594131132,0
148,1,0.985239438093332,3602,166,6,0.9485553490169368,0.017529266438561886,0
800,2,0.20256473317470425,722,4522,3,0.7788117972982135,0.0944419195843302,0
1179,3,0.6854121398710068,887,4106,7,0.8465390993033157,0.03306133430670557,0
266,2,0.7260428200616896,3093,2553,5,0.7958622568124676,0.09375663230634416,0
1091,1,0.5268969736639705,3131,577,5,0.8063553184950544,0.019186137439947317,0
1486,2,0.3467912172647438,8355,7614,56,0.17626773093158293,0.3315660308245151,1
1386,0,0.31105631542846984,6392,34,9,0.36993177384996023,0.3602523974347882,1
207,2,0.5714846687206413,386,4807,3,0.955456978002286,0.013870032433239832,0
1303,2,0.6792405581289452,4271,450,5,0.9027257297831357,0.09460654429962913,0
1757,3,0.08573726073455679,89,0,61,0.07513062001914778,0.6782459720172632,1
855,3,0.8642072827799584,508,2622,1,0.8145349945330747,0.033682310752163734,0
1254,0,0.8347479741316741,2310,1466,9,0.7356839997314447,0.08408548435374713,0
159,0,0.7178583159682245,1487,4640,1,0.9374142883164014,0.029037381570277878,0
798,3,0.34989982641487294,2496,1468,6,0.8811806406333578,0.07291428664889339,0
1334,0,0.037774334507541696,8602,5515,62,0.6220640603427999,0.8911474865285391,1
76,0,0.2642341672786484,75,76,74,0.06804337346308044,0.4615249851690378,1
982,1,0.0359925386177683,4618,3327,3,0.8765888271390784,0.014479740406615994,0
1102,2,4.973884980754572,7920,91,8,0.1359419378767934,0.5669165303718513,1
898,0,0.9621996458709636,4881,2581,6,0.751374555894986,0.057532220106208246,0
463,3,0.41934944770429394,1002,1673,3,0.9839191308722598,0.035366556670954674,0
74,0,0.9677117303107359,3959,566,1,0.7118264576034622,0.047843711270948636,0
438,0,0.8482646581072343,1278,223,3,0.7225227532501084,0.01855381056939399,0
283,0,0.004424544402650832,2445,4597,3,0.9215441873649158,0.02238496124279428,0
1277,0,0.7439179465124712,3577,4151,7,0.8324934628436172,0.06600887612256078,0
497,3,0.16792410729297758,1422,451,5,0.8378151820715253,0.08945903151319702,0
47,2,0.36192159791476447,9195,5342,4,0.19130566072826605,0.5595196183993769,1
695,1,0.6920822555890251,1780,4792,6,0.8302011135183766,0.05158521050048868,0
209,0,0.6159090730120722,982,3883,5,0.9398684856056935,0.011945812639749143,0
765,2,0.698502436682099,3620,2524,1,0.9019246717000146,0.09879905861172478,0
546,1,0.44220948869512733,662,1047,4,0.8048855519511587,0.09057989721930249,0
1741,0,0.1940799771951205,5876,5807,9,0.23515306351122614,0.7803389133502878,1
1441,0,0.6512049022362169,1853,327,7,0.8660425173208762,0.05191938365548994,0
1246,1,0.43931434203805386,742,4706,6,0.7134571649077978,0.02409756607385758,0
174,1,0.03662018352154717,3470,22,9,0.701317298064,0.06682606210146776,0
1148,0,0.5247817178624444,1632,4704,6,0.7190048329807922,0.0625175033764787,0
732,0,0.5223230111598245,3353,589,4,0.9229006960319264,0.03628435552641101,0
151,1,0.9639748813228576,2714,2112,8,0.9618352689303074,0.09314256828553796,0
522,1,0.9623106515143349,860,374,3,0.8848476608201878,0.01853997811999767,0
832,1,0.6605827488098783,713,4193,1,0.774500460509356,0.06106302394645601,0
716,0,0.1147805562030606,1736,871,5,0.8668120690876215,0.04651396325012219,0
93,1,0.26286596815267554,8252,7810,42,0.33829017213976986,0.8683216409173904,1
1137,0,2.0127498949162836,5683,5214,4,0.34184471643164765,0.6805977294376926,1
96,0,0.9651985369453108,1507,1379,10,0.7065579988106859,0.052412744379445556,0
899,1,0.757609286380969,4557,3926,5,0.9079368152767116,0.08002527312571962,0
65,3,0.24957362706396624,2493,1194,5,0.9247288154220606,0.0005911785130435555,0
224,2,0.5254550560402946,340,272,4,0.8959279266801161,0.05436243863466731,0
93,1,0.4988438523501073,8,7563,82,0.17270294803983843,0.6959229710999129,1
54,3,0.36589496759947715,6,9960,93,0.042680529348140483,0.8918165418310731,1
1281,1,0.617187587887454,2714,4291,1,0.7506205307281059,0.04979589754788791,0
114,2,0.8183598490525452,2236,3821,9,0.7461443118592431,0.01166316261944741,0
270,0,0.5794176063994492,2023,2853,8,0.9092856517291371,0.04653024941271941,0
534,0,0.9302561008234228,3785,2526,9,0.929471607079772,0.04379067214269255,0
1376,3,0.019199184173891992,1901,3653,9,0.8443833251186217,0.09313886108900529,0
719,0,0.3275837074941155,4053,4138,7,0.8409427353420215,0.07962024350092041,0
50,1,0.06230929040602845,9,82,42,0.090097458959778,0.6388565511837195,1
1197,2,0.1071233277082233,1113,178,7,0.9623654843654657,0.0010652480634146255,0
1289,1,0.09628389049467201,3530,3941,6,0.7426228719239663,0.08658779678908379,0
399,0,0.35263259376006806,3887,1931,10,0.8717388674357054,0.0792735098656413,0
1107,0,0.10020976748233901,4700,3329,4,0.9936838526721932,0.03641841445392544,0
48,1,0.25684472798322694,1,97,2,0.011438203313921725,0.764299758012219,1
51,0,0.9261207601646837,358,3238,1,0.8867255396763992,0.06324807808998838,0
554,1,0.10033533437192188,2598,4930,7,0.8216299140965063,0.09731667576500656,0
1410,2,0.5328632416163873,2217,1022,5,0.8734752012798637,0.06884006465048194,0
857,0,0.272959996500855,641,517,6,0.7905282013095632,0.024390641221180922,0
40,0,0.003965381379354316,1778,4364,5,0.8573102498940796,0.07247910002988911,0
1216,0,0.046760504617950116,7637,9003,10,0.329678635884582,0.7869993822165026,1
930,2,0.9894264366830661,496,1048,10,0.7236423824854712,0.07736529081445213,0
1453,2,0.061595235561324624,2085,21,1,0.7997017003645501,0.046813019044174155,0
1488,1,0.0714272846242251,4778,1091,4,0.8600381503841421,0.026913633119926762,0
1375,1,0.6411104560262031,2000,105,8,0.762947001054594,0.013555670445042457,0
1263,3,0.813132355975395,3345,2902,4,0.889883017509052,0.009046543882690428,0
1196,3,0.16569244752957502,7036,76,88,0.18256285703205807,0.6821296730374029,1
151,2,0.41801980249786697,2799,3923,5,0.7779245301903502,0.018622794438132927,0
1256,2,0.7764377917715714,2563,1927,2,0.8215461178886445,0.05490491405434749,0
1640,2,0.16438901887979657,5965,7459,64,0.09049036243171936,0.307985391233205,1
1031,2,0.9122885483595669,2430,1464,10,0.7620481130452633,0.052573863417422165,0
628,3,0.5741682253972695,3713,1877,9,0.8965575570766435,0.013032029402400926,0
1312,1,0.44300906607803586,6139,5879,9,0.5795598609768202,0.6524133640646683,1
1813,1,0.04460158132496217,87,6067,7,0.26371166741567714,0.4519127478779207,1
925,3,0.9703247628041995,4408,3701,2,0.7911454081164375,0.00870728327903405,0
299,0,0.908889330368532,4699,4216,6,0.9222722193718682,0.08361987897457476,0
1291,2,0.8260046915165343,2308,723,6,0.751908860049226,0.08563810731096287,0
1028,1,0.041141088618277255,2275,4592,9,0.7554605386047633,0.014661708946630792,0
1331,1,0.11764185378212177,2153,706,1,0.9511243734915154,0.053720936126473995,0
366,2,0.08648872407605557,1419,143,2,0.8624535255510387,0.044948949688200346,0
1481,2,0.22244308578333272,2724,4984,6,0.7200736394442101,0.02582719480634964,0
1115,0,0.054665551631909726,10,62,7,0.5326250929338749,0.3614908990864114,1
1543,2,4.358938139002452,5269,7533,5,0.11018773157283304,0.7936039304349951,1
488,3,0.002065952213490929,2639,298,3,0.8759038710863312,0.011950150892098433,0
101,3,0.1970256341126141,2414,1744,5,0.7902140310238543,0.03524871093853154,0
765,1,0.10267891762333392,3194,1292,6,0.9895239726785183,0.030465291711657596,0
1139,1,0.9717347005271983,1135,342,6,0.899092401620972,0.05672249886918316,0
1396,0,0.7363440527554427,1828,2763,8,0.79980824579198,0.08419587608837781,0
852,3,0.6167762062457435,1821,4000,7,0.7419530568149021,0.033375294806469946,0
351,2,0.4285519154903211,1168,1739,5,0.7733530712476726,0.05398439542617929,0
1056,0,1.7142633873747615,10,4,82,0.20023321357475077,0.8894778303949715,1
220,0,0.43234893918220274,3347,1206,3,0.9011981348640737,0.057540347378618475,0
356,3,0.10225871921414864,4958,2691,9,0.9398370385725062,0.022378124060890993,0
150,2,0.5957393887446408,4013,2752,7,0.8740327937555665,0.008355288920366511,0
831,3,0.974981108849034,803,4014,3,0.7629779175696192,0.03289902212397736,0
1491,3,0.18923626696569185,2907,3974,4,0.835775294296989,0.020734048957783927,0
789,2,0.41187135554574694,1491,841,5,0.8096672942431253,0.056044914805989554,0
529,0,0.0589288559807879,775,3817,7,0.9096937833101899,0.050461289737242246,0
958,0,0.535129227235924,3035,4925,2,0.8307390940619443,0.09117250024683049,0
1229,2,2.924893885374341,5428,71,83,0.22427745203952326,0.34508538865297306,1
953,1,0.43493379101772567,2330,4559,3,0.872263674500209,0.05753504829429205,0
269,2,0.6982449838259259,1500,3910,6,0.7290132441601302,0.05180808902719523,0
761,0,0.719569002619786,4552,615,3,0.7987367597086643,0.007001086750970997,0
802,3,0.3598231592646951,3584,532,2,0.904863538976574,0.08912942070621516,0
854,0,0.8547404511411906,3439,1946,4,0.9117849382018242,0.0014688093441790895,0
1360,1,0.6623180048433326,662,1708,3,0.8668485882157495,0.07781535974876387,0
1493,3,0.06615396608960888,1619,2548,8,0.7919497576661778,0.08578819776185499,0
485,2,0.7360864566608203,1101,1785,8,0.8210017987384051,0.06749933346330694,0
434,2,0.41027632707608774,3315,2643,5,0.8529662206999854,0.05286357588731543,0
476,0,0.16528762458033552,1450,1878,3,0.7521725121183915,0.004000728540053411,0
807,2,0.7557599569869744,2666,4614,2,0.8296576808443545,0.055607487540074774,0
1340,0,0.7547081118115164,2714,146,9,0.715042346560497,0.0126914658807451,0
859,2,0.9225277886243132,2671,3182,4,0.9180740503272591,0.09479424432291472,0
1134,0,0.16665765234633778,4139,2681,4,0.746031839168303,0.056449166251386955,0
1161,3,0.5005322077444733,4745,1552,1,0.7798805192816343,0.003562584517124701,0
99,2,0.47115581884612284,8543,5033,6,0.0511595864400547,0.6726397467425302,1
84,0,0.9042851183663071,2714,2069,2,0.993395118554614,0.051911512248914396,0
52,3,1.3910838302395498,42,5111,72,0.11773700518601661,0.42019508682172074,1
996,0,0.42234197238361826,3540,2804,2,0.9989730356024871,0.019489505683597898,0
497,0,0.15974892508526317,4802,2520,5,0.8865751291542807,0.028027344877636987,0
1222,3,0.6769112548087423,1540,1346,5,0.9264936940996144,0.013136225925716739,0
1039,1,0.278141675903061,9550,10,89,0.2161767573090233,0.6329697348453528,1
818,0,0.6080635329768598,2362,2218,5,0.7408766369359353,0.07936886185933123,0
1463,2,0.2883339683482614,2293,4406,9,0.7186340113568566,0.09337097705831285,0
510,1,0.4996436415122426,3648,3315,7,0.9031169293660009,0.062097531670655154,0
1284,1,0.3775885182545089,52,7171,35,0.32415890032604316,0.9450919426128743,1
956,3,0.40133197929664055,4355,2165,10,0.9766785757501402,0.0026668330261887642,0
901,2,0.29067318038156875,560,2649,8,0.741989918737613,0.05336409493720169,0
758,3,0.930105961191521,1283,3907,3,0.8157412637122871,0.08620468381900186,0
547,0,0.916259173574408,956,447,8,0.7540619015825791,0.03251993171395103,0
993,1,0.519604599819222,3016,1521,6,0.8287274412097625,0.061243820752196115,0
74,2,0.011741172231911345,35,38,10,0.0696198255659319,0.4639119372036006,1
1040,2,0.25713427063724426,4087,1104,10,0.7116794024932969,0.044674901557120554,0
1305,1,0.2143461105687846,687,2320,3,0.991207513357222,0.012787251760985552,0
1203,0,0.6653870126601568,606,1481,3,0.8891472399692048,0.028212132779652777,0
1245,3,0.5809466614759686,3192,43,5,0.7568281725284424,0.0832289385828569,0
395,0,0.9751826093147845,2811,2867,6,0.9670670886560144,0.09234128493758541,0
846,0,0.02129270618803436,473,55,10,0.7218327090581238,0.06534655131090715,0
41,0,0.48684151518824104,64,6769,24,0.03871313709267633,0.7052714244962941,1
608,2,0.9401988153320288,3029,380,2,0.9559952644190333,0.0023328565325924536,0
1406,2,0.7333211069236097,4067,3228,5,0.7046874701185257,0.05244459419548443,0
659,2,0.7036471365879152,3927,729,7,0.9295357738212542,0.08904461966703175,0
944,0,0.9630263138930149,4051,3200,4,0.8517701306210401,0.06844304791166331,0
50,1,0.3220186388516513,12,2,27,0.3883493568385675,0.765108346422775,1
1992,1,0.2766278954123223,35,5600,34,0.0454230885226336,0.3317947876767464,1
64,1,0.05592561224609399,9264,45,5,0.12701760329731787,0.30025939294408954,1
52,0,1.2094905541287326,7527,38,5,0.15611529261525556,0.3050467078188423,1
590,1,0.23220066647766058,3746,3028,2,0.7745651436917326,0.0016152454745902657,0
1655,2,0.474300304145704,46,71,96,0.21202821881409556,0.9819921681749357,1
1497,3,0.9517517760196766,1264,1559,2,0.9126391908318037,0.04392115045436952,0
83,2,0.6380471048166723,2133,1479,10,0.8730614199812761,0.03863497656391615,0
1136,1,0.6656724142738581,3943,4641,9,0.8960526147741563,0.0016157842000372848,0
817,0,0.9280353153390097,3921,4637,1,0.7333913574556832,0.04212151524857715,0
1488,3,2.59440881062777,56,81,39,0.06985672635720006,0.30877281891774006,1
725,1,0.706227112611677,2553,4315,6,0.77694248580138,0.0751469068210622,0
1181,2,0.25200575927328517,91,8685,51,0.023930588115737703,0.9632374198228411,1
477,0,0.9785835817127176,4391,528,5,0.7398229464802756,0.09946055414105776,0
934,3,0.430850561698074,1659,4426,9,0.9823611789001578,0.03328907185935253,0
816,0,0.6751413836795503,3263,3953,1,0.7939456899299897,0.02373506153639189,0
1311,2,0.6945998318135762,1420,144,9,0.8177478546677066,0.06905978683213036,0
805,3,0.166670095752389,2122,1469,4,0.7931953503511748,0.08332165344853777,0
1669,0,0.27722718342967734,46,29,34,0.26299344551547826,0.34929125365314306,1
268,1,0.4776717362643256,3267,2905,3,0.7440674892951568,0.06881964660432123,0
1971,1,0.15102635332397668,3,42,2,0.21966776691749307,0.6261312766479219,1
47,3,3.901425900284379,74,42,8,0.30552444633144443,0.7456268163779478,1
1046,1,0.6446186722463869,3858,1437,4,0.9898163347077292,0.08406748353789434,0
1840,1,0.2989408913256756,6031,9712,51,0.2739240270309977,0.888373734467278,1
1191,2,0.37131030509443536,4,88,86,0.0432174949501219,0.8758900918154668,1
668,1,0.3443761808007705,956,501,8,0.9596799709111048,0.05717438696917015,0
756,0,0.42569622540664986,4941,885,10,0.7182169895137972,0.03414913538125255,0
1290,2,0.5254115654134865,2541,75,6,0.8614305077484069,0.0670143404622394,0
457,1,0.018400559879125034,2839,2183,7,0.740001010899973,0.08330005300438209,0
575,0,0.5719388787230864,3639,3242,3,0.9088163941951823,0.06678642952495752,0
70,2,0.31815531544052705,48,9381,53,0.1542377115272829,0.5446619913300488,1
45,1,0.41597879816756994,7811,13,85,0.20874199802466295,0.7189495150181464,1
130,3,0.9759911046045736,4116,3310,5,0.8602914227636134,0.06812146712070609,0
797,3,0.8923921124250604,1654,3952,9,0.9728502181100667,0.07462275210501576,0
1238,3,0.3763416408041276,343,3487,1,0.7699594565240808,0.01073223370095986,0
98,1,0.13410309489001132,63,7027,8,0.43719259847880104,0.8385555693007991,1
336,2,0.9038714724357125,3388,3757,3,0.993785780719556,0.0257216538740785,0
858,3,0.6393037387626223,4275,1761,6,0.8865536045897772,0.08875717802276036,0
1042,2,0.20109477513085394,909,3116,9,0.8531600729587602,0.07887779941019024,0
1351,3,0.9564963234940428,2666,188,1,0.9723430241830051,0.029297149627464925,0
1190,3,0.17705037502110704,5317,11,4,0.5455283977517684,0.6425518489349408,1
320,0,0.175204646200377,3533,1215,8,0.9187471194683756,0.012559684075018219,0
1899,1,0.3488422747840549,7283,50,14,0.06289051328092717,0.6313487662482604,1
948,1,0.5208997510580657,2435,4706,7,0.9931855534272745,0.0286656370873579,0
503,3,0.3754371272935092,362,2771,3,0.8319929846134854,0.06559196469499032,0
623,0,0.984723662949714,2115,4719,10,0.897747363874944,0.05196989705234182,0
730,3,0.5421264451574335,2824,740,7,0.9966934968037411,0.026338603344309586,0
1111,2,0.8937107072936401,3074,1809,3,0.76826953061181,0.06984176973374709,0
1035,0,0.32625013617656445,9060,92,25,0.03699665463262101,0.8978491000516948,1
1159,0,0.32579124214786503,694,2383,3,0.9242791360578017,0.05115979552676362,0
334,3,0.6457365682968144,1436,1491,10,0.8513026167915483,0.02772710091433267,0
510,0,0.22684102730684808,4044,2034,4,0.7634437868634255,0.05020487042569646,0
1440,3,0.9351340215405108,3322,298,1,0.7441294280558709,0.05288589277814039,0
1012,0,0.11664053007492692,4655,429,2,0.7684404342791178,0.02580989392188785,0
1636,2,3.061817778817711,6820,61,54,0.013163951450253552,0.8234968664343043,1
872,1,0.4420461335124507,4556,1475,2,0.9355633027623144,0.029535998292620227,0
1142,3,0.5927936145400864,2505,3690,3,0.7095902264628278,0.08129817908981,0
1255,2,0.9543942139536752,2014,3829,10,0.7223077255002777,0.003973670339432645,0
728,3,0.6012591414057294,3853,1694,2,0.893451052459278,0.07502194078809374,0
526,0,0.6237993483080099,2646,4967,5,0.7235677664054602,0.020474394835583522,0
138,1,0.12642985027553688,4069,2867,3,0.819647966141116,0.04136624157687048,0
682,2,0.16249777379924124,4339,4871,9,0.893018673158767,0.06109820706121449,0
1466,3,0.5846219984081639,2228,4099,6,0.7689520991237488,0.03390070390103272,0
602,3,0.5308661388114961,277,4987,9,0.8242655538359117,0.0009791419878423802,0
525,0,0.979727967003638,3169,3075,9,0.9999655122690154,0.01411573473614698,0
1367,1,0.18699344016839048,69,6127,23,0.5545551973114874,0.9978393589307228,1
121,2,0.29687297618326436,4492,3396,7,0.7699440488884386,0.06662192471790725,0
330,3,0.18983181074658095,257,2186,10,0.7474507478544091,0.018258757094911704,0
119,1,0.03596708381604641,2300,1919,9,0.894319332571279,0.006071167838808356,0
865,1,0.8223703460829312,2222,4075,4,0.7210425543747965,0.06068507552925182,0
461,2,0.4168669410206769,4030,1206,9,0.8701544275846532,0.054530440394716606,0
956,1,0.8566965262426975,4008,599,4,0.714294511284119,0.08895466786645695,0
1204,1,0.26876656604590754,525,3822,4,0.7655510798242522,0.08567061999628511,0
1171,0,0.08489894736026671,3078,4104,4,0.8205592164678852,0.09962036489338148,0
623,0,0.3808446212631792,1134,4279,1,0.963924724020917,0.05112227570996719,0
1322,1,0.9366564064778776,2360,2243,8,0.9207939284610269,0.04795564930284233,0
292,3,0.2737731828273551,3766,4401,6,0.9578693667483451,0.07245665741338805,0
737,3,0.526831006888313,3137,674,9,0.789199856839743,0.01000016053877042,0
565,1,0.06435833590166917,1218,1158,9,0.7301554227748135,0.048868358611883156,0
511,2,0.5546030217042497,1888,4410,2,0.7102073072621611,0.07379104430797444,0
121,2,0.5731788421113644,2090,3411,8,0.9243193476854403,0.013070826202468445,0
1246,0,0.40251889055126233,1315,1388,8,0.9584743671895894,0.05679667315851125,0
659,2,0.9035946349392499,3254,106,5,0.7143197423078746,0.04147506435759679,0
269,0,0.7622100859775314,1394,1855,9,0.9157280927308526,0.05176908449347019,0
747,2,0.4819289421377242,134,586,10,0.7114153712623102,0.0964318728196027,0
1071,1,0.3300279590762327,4737,613,5,0.958403362504184,0.0812711903825557,0
843,3,0.858019063032189,1035,661,4,0.9034624017016658,0.08682796691376483,0
1293,1,0.9211315575500744,1520,3919,6,0.7776210700984861,0.04970627981369652,0
